bootstrap,input_features,imbalance,mLMethod,time.start,time.end,Precision,Recall,F1,BalancedAccuracy
51,Baseline,rose,treebag,2023-11-27T01:11:22Z,2023-11-27T01:11:45Z,0.02631578947368421,0.12,0.043165467625899276,0.5368073547847889
51,Baseline,rose,gbm,2023-11-27T01:11:46Z,2023-11-27T01:12:10Z,0.03150912106135987,0.38,0.05819295558958652,0.6289887170915169
51,Baseline,rose,ranger,2023-11-27T01:12:10Z,2023-11-27T01:15:47Z,0.028333333333333332,0.34,0.05230769230769231,0.6090931884663602
51,Baseline,rose,nnet,2023-11-27T01:15:48Z,2023-11-27T01:16:25Z,0.021379980563654033,0.44,0.04077849860982391,0.614797325532804
51,All,none,glm,2023-11-27T01:16:25Z,2023-11-27T01:16:42Z,NA,0,NA,0.5
51,All,none,earth,2023-11-27T01:16:42Z,2023-11-27T01:18:48Z,NA,0,NA,0.5
51,All,none,pda,2023-11-27T01:18:48Z,2023-11-27T01:19:47Z,0.25,0.08,0.12121212121212122,0.5387463435018804
51,All,none,multinom,2023-11-27T01:19:47Z,2023-11-27T01:20:19Z,NA,0,NA,0.5
51,All,none,treebag,2023-11-27T01:20:20Z,2023-11-27T01:20:41Z,0,0,NA,0.4997910572503134
51,All,none,gbm,2023-11-27T01:20:41Z,2023-11-27T01:21:05Z,NA,0,NA,0.5
51,All,none,ranger,2023-11-27T01:21:05Z,2023-11-27T01:23:07Z,NA,0,NA,0.5
51,All,none,nnet,2023-11-27T01:23:07Z,2023-11-27T01:23:58Z,NA,0,NA,0.5
51,All,weighted,glm,2023-11-27T01:23:58Z,2023-11-27T01:24:14Z,NA,0,NA,0.5
