CDD30YR,CDD65,HDD30YR,HDD65,DBT1,DBT99,HOUSEHOLDER_RACE,SDESCENT,NONWHITE,HHAGE,OVER65,NHSLDMEM,LIVESALONE,LARGEHOUSE,EDUCATION,HIGHSCHOOL,EMPLOYHH,MONEYPY,POVERTY,KOWNRENT,ELPAY,NGPAY,UATYP10,ECOREGION,TYPEHUQ,APARTMENT,YEARMADERANGE,TOTROOMS,SWIMPOOL,WALLTYPE,ROOFTYPE,THERMALMASS,ADQINSUL,DRAFTY,WINDOWS,WINFRAME,TYPEGLASS,AIRCOND,HEATHOME,COOLTYPE,EQUIPM,ACEQUIPAGE,EQUIPAGE,NOAC,NOHEAT,NUMCFAN,NUMFLOORFAN,BACKUP,SOLAR,YEAR,TEMPMA
3640,3817,1926,1696,106.3,35.7,White,1,1,27,0,2,0,0,4,0,1,40000,0,Rent,1,1,1,Temperate.Sierras,SF.Detached,0,1950,4,0,Stucco,Metal,0,1,0,6,Wood,1,1,1,Both,Central.Furnace,10,10,0,0,3,0,0,0,2015,0
1316,1401,5068,4452,91.3,9.5,White,0,0,51,0,3,0,0,2,1,1,40000,0,Own,1,1,1,Great.Plains,SF.Detached,0,1959,5,0,Siding,Singles,0,2,1,10,Vinyl,2,1,1,Central.Air,Central.Furnace,10,15,0,0,1,1,0,0,2015,0
1125,1398,4354,3862,92.5,16.2,White,0,0,32,0,4,0,0,5,0,1,60000,0,Own,1,0,0,Great.Plains,SF.Detached,0,2009,6,0,Siding,Singles,0,3,2,6,Metal,2,1,1,Central.Air,Heat.Pump,5,5,0,0,5,0,0,0,2015,0
1414,1335,4647,4586,92.6,10.6,White,0,0,28,0,3,0,0,5,0,1,140000,0,Own,1,1,1,Great.Plains,SF.Detached,0,1989,9,0,Siding,Singles,0,3,1,10,Vinyl,2,1,1,Central.Air,Central.Furnace,5,0,0,0,6,2,0,0,2015,0
1046,793,5432,5794,89.9,5.7,White,0,0,48,0,4,0,0,3,0,0,60000,0,Own,1,0,0.5,Eastern.Temperate.Forests,SF.Detached,0,1999,10,0,Siding,Singles,0,3,0,10,Wood,1,1,1,Central.Air,Heat.Pump,15,15,0,0,3,2,1,0,2015,0
840,532,6598,6636,88,-2.8,White,0,0,24,0,4,0,0,2,1,1,0,1,Rent,1,1,1,Great.Plains,SF.Detached,0,1979,5,0,Siding,Singles,0,3,0,20,Wood,2,1,1,Central.Air,Central.Furnace,2,5,0,0,4,0,0,0,2015,0
1353,1955,2632,1984,97.9,33,Asian,0,1,42,0,3,0,0,2,1,0,0,1,Own,1,1,1,Northwestern.Forested.Mountains,SF.Detached,0,2009,7,0,Stucco,Singles,0,3,0,10,Vinyl,2,0,0,None,None,-2,-2,0,0,4,1,0,0,2015,0
2433,2865,1883,1428,92.7,31.5,White,0,0,72,1,2,0,0,5,0,0.5,80000,0,Own,1,0,1,Eastern.Temperate.Forests,SF.Attached,0,1999,7,0,Stucco,Singles,0,2,0,16,Wood,2,1,1,Central.Air,Heat.Pump,2,2,0,0,3,0,0,0,2015,0
5479,4250,758,822,108.3,41.6,Mixed.Race,0,1,39,0,5,0,0,4,0,0,80000,0,Own,1,0,1,North.American.Deserts,SF.Detached,0,1979,6,1,Brick,Wood.Shingle,1,2,1,6,Metal,1,1,1,Central.Air,Heat.Pump,5,5,0,0,7,1,0,0,2015,0
712,644,6981,6438,88,-2.8,White,0,0,47,0,1,1,0,2,1,1,40000,0,Own,1,1,1,Great.Plains,SF.Detached,0,1969,4,0,Siding,Singles,0,2,0,10,Metal,1,1,1,Central.Air,Central.Furnace,5,5,0,0,1,0,0,0,2015,0
530,662,6687,6492,85.6,6.9,White,0,0,50,0,4,0,0,3,0,1,100000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1999,9,0,Siding,Singles,0,3,0,20,Vinyl,2,1,1,Central.Air,Central.Furnace,0,0,0,0,6,4,1,0,2015,0
2381,3081,1991,1605,95.7,29.8,White,0,0,19,0,1,1,0,3,0,0,0,1,Rent,1,1,0.5,Great.Plains,Apt.High,1,1979,1,0,Siding,No.Roof,0,2,0,1,Metal,1,1,1,Central.Air,BuiltIn.Electric,20,5,0,0,2,0,0,0,2015,0
502,729,6312,5910,87.7,10.4,White,0,0,45,0,5,0,0,4,0,1,140000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1979,7,0,Shingle,Singles,0,3,1,20,Vinyl,2,1,1,Central.Air,Central.Furnace,5,2,0,0,3,0,1,0,2015,0
713,911,5822,5555,84.5,8.8,White,0,0,30,0,1,1,0,5,0,1,100000,0,Rent,1,0,0.5,Eastern.Temperate.Forests,Apt.High,1,1999,3,0,Brick,No.Roof,1,3,0,1,Metal,1,1,1,Window.Wall,Heat.Pump,0,5,0,0,1,0,0,0,2015,0
1563,2078,4430,3780,97.5,12.5,White,1,1,48,0,7,0,1,1,1,1,80000,0,Own,1,1,0.5,Eastern.Temperate.Forests,SF.Detached,0,1979,6,0,Brick,Singles,1,3,1,6,Metal,1,1,1,Central.Air,Central.Furnace,20,20,0,0,2,0,0,0,2015,0
1467,1581,4048,3749,92.5,16.2,White,0,0,32,0,3,0,0,4,0,0,40000,0,Own,1,1,1,Great.Plains,SF.Detached,0,1999,6,0,Brick,Singles,1,2,0,10,Metal,2,1,1,Central.Air,Central.Furnace,20,20,0,0,5,0,0,0,2015,0
3934,4758,567,517,94.3,42.1,White,1,1,44,0,6,0,0,3,0,1,120000,0,Own,1,0,1,Great.Plains,SF.Detached,0,2009,9,1,Brick,Singles,1,2,0,6,Wood,2,1,1,Central.Air,Central.Furnace,2,2,0,0,5,0,0,0,2015,0
634,587,6993,6831,85.8,-1.8,White,0,0,62,0,2,0,0,4,0,1,100000,0,Own,1,0,0,Northern.Forests,SF.Detached,0,1999,6,0,Wood,Singles,0,3,1,20,Wood,2,1,1,Central.Air,Wood.Stove,15,15,0,0,6,1,1,0,2015,0
946,1169,6102,5434,88.4,3.4,White,0,0,49,0,2,0,0,3,0,1,120000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1979,6,1,Siding,Singles,0,3,0,6,Wood,2,1,1,Central.Air,Central.Furnace,5,15,0,0,6,0,1,0,2015,0
631,978,5841,5103,97.4,15.2,White,1,1,27,0,4,0,0,2,1,0.5,0,1,Rent,1,0,0,Northwestern.Forested.Mountains,SF.Detached,0,2009,3,0,Wood,Ceramic.Tiles,1,3,0,16,Metal,2,1,1,Window.Wall,Central.Furnace,2,5,0,0,0,1,0,0,2015,0
854,793,6320,6134,88.7,3.7,White,0,0,32,0,1,1,0,5,0,1,60000,0,Own,1,0,1,Eastern.Temperate.Forests,Apt.High,1,2009,4,0,Siding,No.Roof,0,3,0,1,Vinyl,2,1,1,Central.Air,Central.Furnace,5,5,0,0,2,0,0,0,2015,0
74,324,5590,4423,82.5,26.2,White,0,0,61,0,1,1,0,1,1,0,0,1,Rent,0,0,0,Marine.West.Coast.Forest,Apt.High,1,1979,3,0,Siding,No.Roof,0,3,0,1,Metal,2,0,1,None,Central.Furnace,-2,2,0,0,0,2,0,0,2015,0
1056,1215,4407,4060,90.6,19.1,White,0,0,47,0,1,1,0,4,0,1,60000,0,Own,1,0,0,Eastern.Temperate.Forests,SF.Detached,0,1989,9,0,Siding,Singles,0,2,0,16,Wood,2,1,1,Central.Air,Heat.Pump,5,5,0,0,2,0,0,0,2015,0
2511,3199,2295,2035,97.5,27.2,American.Indian,0,1,55,0,2,0,0,3,0,1,80000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1999,10,0,Brick,Singles,1,2,1,16,Metal,2,1,1,Central.Air,Central.Furnace,0,0,1,0,3,1,0,0,2015,0
740,756,1987,1924,88.2,37.7,White,1,1,51,0,3,0,0,4,0,1,140000,0,Own,1,1,1,Mediterranean.California,SF.Detached,0,2009,8,0,Stucco,Singles,0,2,0,20,Composite,2,1,1,Central.Air,Central.Furnace,5,5,0,0,0,2,0,0,2015,0
400,480,7210,7363,84.5,0.4,White,0,0,29,0,2,0,0,5,0,0,0,1,Rent,1,0,0,Northern.Forests,SF.Detached,0,1950,4,0,Siding,Slate.Shake,0,2,0,10,Wood,2,0,1,None,Central.Furnace,-2,15,0,0,0,2,0,0,2015,0
419,506,7002,6709,87.5,4.9,White,0,0,56,0,3,0,0,3,0,0,140000,0,Own,1,1,0,Eastern.Temperate.Forests,SF.Detached,0,2015,9,0,Siding,Singles,0,3,0,20,Vinyl,2,1,1,Central.Air,Central.Furnace,0,0,0,0,2,0,1,0,2015,0
939,1495,1230,695,88.3,43.9,Asian,0,1,27,0,3,0,0,4,0,0,120000,0,Own,1,1,1,Northwestern.Forested.Mountains,SF.Detached,0,1999,13,0,Stucco,Singles,0,3,0,30,Vinyl,2,1,1,Central.Air,Central.Furnace,5,2,0,0,2,1,0,0,2015,0
917,1274,4617,3797,88.2,17.7,White,0,0,45,0,1,1,0,3,0,1,20000,1,Own,1,0,0.5,Eastern.Temperate.Forests,SF.Detached,0,1999,5,0,Brick,Metal,1,1,1,10,Vinyl,2,1,1,Central.Air,Heat.Pump,2,2,0,0,0,1,0,0,2015,0
1645,1744,3457,3388,91.2,24.9,Black,0,1,62,0,1,1,0,1,1,0,0,1,Own,1,0,0,Eastern.Temperate.Forests,Mobile,0,1999,4,0,Siding,Metal,0,2,2,6,Wood,2,1,1,Window.Wall,Central.Furnace,2,10,1,1,0,1,0,0,2015,0
859,1647,1257,665,88.3,43.9,Asian,0,1,41,0,4,0,0,5,0,1,120000,0,Own,1,1,1,Northwestern.Forested.Mountains,SF.Detached,0,1999,10,0,Stucco,Ceramic.Tiles,1,3,0,30,Metal,2,1,1,Central.Air,Central.Furnace,15,15,0,0,1,1,0,0,2015,0
2865,4326,652,333,90.5,42.5,White,0,0,31,0,1,1,0,4,0,1,20000,1,Rent,1,0,1,Eastern.Temperate.Forests,Apt.Low,1,2009,4,0,Concrete,Other,1,1,1,6,Metal,2,1,1,Central.Air,Central.Furnace,5,10,0,0,3,0,0,0,2015,0
999,1153,4232,3701,86.4,16,White,0,0,38,0,2,0,0,4,0,1,60000,0,Rent,1,1,0.5,Eastern.Temperate.Forests,Apt.Low,1,1999,4,0,Brick,Singles,1,2,0,6,Vinyl,1,1,1,Central.Air,Central.Furnace,5,2,0,0,0,0,0,0,2015,0
1093,1250,5934,5335,89.5,5.4,White,1,1,25,0,6,0,0,3,0,1,60000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1979,10,0,Brick,Singles,1,3,0,20,Wood,2,1,1,Central.Air,Central.Furnace,15,15,0,0,2,1,0,0,2015,0
777,587,6602,6566,86.5,3.2,Black,0,1,25,0,2,1,0,2,1,0,0,1,Rent,1,1,1,Northern.Forests,Apt.High,1,1950,4,0,Concrete,No.Roof,1,1,1,3,Vinyl,2,1,1,Window.Wall,Central.Furnace,5,15,0,0,0,0,0,0,2015,0
134,237,5205,4692,83.4,24.5,White,0,0,43,0,5,0,0,3,0,0,20000,1,Own,1,0,0,Marine.West.Coast.Forest,SF.Detached,0,1999,6,1,Siding,Singles,0,1,1,6,Vinyl,2,1,1,Window.Wall,Central.Furnace,2,20,0,0,0,1,0,0,2015,0
716,588,6451,6480,86.5,6.9,White,0,0,31,0,4,0,0,4,0,0.5,100000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,2015,10,0,Siding,Singles,0,3,0,20,Metal,2,1,1,Central.Air,Central.Furnace,0,0,0,0,0,4,0,0,2015,0
89,28,8084,7882,91.1,9.3,White,0,0,31,0,5,0,0,2,1,1,80000,0,Own,1,1,0,North.American.Deserts,SF.Detached,0,1969,7,0,Brick,Singles,1,2,0,10,Vinyl,2,1,1,Both,BuiltIn.Furnace,5,5,0,0,6,0,0,0,2015,0
535,642,7492,6700,84.2,0.2,White,0,0,62,0,1,1,0,2,1,0,0,1,Rent,1,0,0.5,Northern.Forests,Apt.High,1,1969,1,0,Brick,No.Roof,1,2,1,3,Metal,3,1,1,Window.Wall,Other,15,20,0,0,1,1,0,0,2015,0
516,537,6411,6352,85.8,7.9,White,0,0,53,0,2,0,0,5,0,1,120000,0,Own,1,0,0,Eastern.Temperate.Forests,SF.Detached,0,1999,9,0,Siding,Singles,0,3,0,10,Wood,2,1,1,Window.Wall,BuiltIn.Electric,2,20,0,0,3,2,0,0,2015,0
2061,2800,2395,1868,100.8,33.7,White,0,0,51,0,2,0,0,3,0,1,60000,0,Own,1,1,0,Northwestern.Forested.Mountains,SF.Detached,0,2009,10,1,Stucco,Concrete.Tiles,0,2,0,20,Vinyl,2,1,1,Both,Central.Furnace,10,10,0,0,8,0,0,0,2015,0
669,789,5464,5109,87.6,12.2,White,0,0,39,0,3,0,0,3,0,0,40000,0,Rent,1,1,0.5,Eastern.Temperate.Forests,Mobile,0,2009,4,0,Siding,Singles,0,2,0,6,Wood,1,1,1,Window.Wall,Central.Furnace,10,5,0,0,0,0,0,0,2015,0
2866,3271,2192,1747,106.3,35.7,White,1,1,33,0,2,1,0,2,1,0.5,0,1,Rent,0,0,1,Temperate.Sierras,Apt.High,1,1989,2,0,Stucco,No.Roof,0,2,0,1,Metal,2,0,1,None,BuiltIn.Electric,-2,5,0,0,1,0,0,0,2015,1
899,2272,2387,1075,97.4,36.4,White,0,0,46,0,4,0,0,3,0,1,100000,0,Own,1,1,1,Northwestern.Forested.Mountains,SF.Detached,0,1979,7,0,Stucco,Singles,0,2,1,10,Vinyl,2,1,1,Central.Air,Central.Furnace,2,2,0,0,5,1,0,0,2015,0
1075,1123,6178,5590,89.6,-0.2,White,0,0,30,0,2,1,0,4,0,1,40000,0,Own,1,1,1,Great.Plains,SF.Attached,0,1999,4,0,Siding,Singles,0,2,0,3,Metal,1,1,1,Central.Air,Central.Furnace,15,15,0,0,1,1,0,0,2015,0
756,766,5581,5876,84.1,9.3,White,1,1,34,0,4,0,0,2,1,1,20000,1,Rent,1,1,1,Eastern.Temperate.Forests,Apt.Low,1,1989,6,0,Siding,Singles,0,2,0,10,Vinyl,2,1,1,Window.Wall,Steam.HW,5,2,0,0,2,1,0,0,2015,0
3423,3462,1445,1095,108.6,37.8,Asian,0,1,33,0,2,1,0,5,0,0,0,1,Rent,1,0,1,North.American.Deserts,Apt.High,1,2009,2,0,Other,No.Roof,0,3,0,3,Metal,2,1,0,Central.Air,None,10,-2,0,0,2,0,0,0,2015,0
1584,2136,2883,2297,92.5,24.9,Asian,1,1,22,0,5,0,0,2,1,0,0,1,Own,1,0,1,Eastern.Temperate.Forests,Mobile,0,1999,4,0,Brick,Metal,1,2,1,6,Metal,1,1,1,Window.Wall,Portable.Electric,0,2,0,0,0,0,0,0,2015,0
794,881,5522,5573,88.3,12,White,0,0,42,0,3,0,0,4,0,1,40000,0,Rent,1,1,1,Eastern.Temperate.Forests,SF.Attached,0,1950,7,0,Brick,Singles,1,2,1,16,Metal,1,1,1,Window.Wall,Steam.HW,15,20,0,0,1,1,0,0,2015,0
2784,3382,1598,1475,98.7,31.9,White,1,1,30,0,3,0,0,4,0,0.5,60000,0,Rent,1,0,0.5,Great.Plains,SF.Attached,0,2009,5,0,Brick,Singles,1,3,0,3,Wood,1,1,1,Central.Air,Central.Furnace,5,10,1,0,2,0,0,0,2015,0
1592,2056,2987,2439,90.2,20.5,White,0,0,20,0,2,0,0,3,0,0,20000,1,Rent,1,0,0.5,Eastern.Temperate.Forests,Apt.High,1,1989,4,0,Brick,No.Roof,1,1,0,3,Metal,1,1,1,Central.Air,Central.Furnace,15,10,0,0,0,0,0,0,2015,0
2927,3398,639,410,90.5,42.5,White,0,0,55,0,2,0,0,3,0,0,0,1,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1969,5,0,Concrete,Singles,1,1,2,10,Metal,1,1,1,Central.Air,Central.Furnace,0,0,0,0,1,5,0,0,2015,0
1182,1315,4705,4714,89.4,17.3,White,0,0,52,0,2,0,0,4,0,1,60000,0,Own,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1989,7,0,Siding,Singles,0,3,0,10,Wood,1,1,1,Central.Air,BuiltIn.Gas,2,5,0,0,0,1,0,0,2015,0
1165,1140,6083,5412,90.9,-0.1,White,0,0,63,0,2,0,0,4,0,1,80000,0,Own,1,1,0,Great.Plains,SF.Detached,0,1969,6,0,Siding,Singles,0,3,1,10,Vinyl,2,1,1,Central.Air,Central.Furnace,0,0,0,0,4,2,0,0,2015,0
2489,2744,1786,1405,93.4,31.7,Mixed.Race,0,1,42,0,4,1,0,5,0,0.5,140000,0,Rent,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,2009,7,0,Siding,Wood.Shingle,0,2,0,16,Metal,1,1,1,Central.Air,Central.Furnace,5,5,0,0,2,1,0,0,2015,0
4932,4410,869,800,108.3,41.6,White,0,0,45,0,4,1,0,4,0,0,0,1,Rent,1,1,1,North.American.Deserts,SF.Detached,0,2009,8,1,Stucco,Ceramic.Tiles,1,2,0,16,Metal,2,1,1,Central.Air,Central.Furnace,10,10,0,0,5,0,0,0,2015,0
487,1297,1534,834,81.3,45.2,Mixed.Race,1,1,28,0,2,0,0,4,0,0,60000,0,Rent,1,1,1,Northwestern.Forested.Mountains,Apt.High,1,1989,3,0,Concrete,No.Roof,1,1,0,3,Metal,1,0,0,None,None,-2,-2,0,0,0,1,0,0,2015,0
767,911,6062,5460,91.1,8.8,White,0,0,58,0,2,0,0,2,1,1,80000,0,Own,1,1,1,North.American.Deserts,SF.Detached,0,2009,8,0,Wood,Concrete.Tiles,0,2,0,6,Vinyl,2,1,1,Central.Air,Central.Furnace,2,5,0,0,3,0,0,0,2015,0
228,537,4857,3903,88,27.3,White,0,0,79,1,1,1,0,3,0,0,60000,0,Own,1,0,0,Marine.West.Coast.Forest,SF.Detached,0,1969,10,0,Siding,Singles,0,3,0,10,Wood,1,1,1,Both,BuiltIn.Electric,5,5,0,0,4,4,0,0,2015,0
611,574,8608,7961,87.6,-14.5,White,0,0,60,0,1,1,0,3,0,0,0,1,Rent,1,0,1,Northern.Forests,Apt.High,1,1979,3,0,Brick,No.Roof,1,2,0,1,Wood,2,1,1,Window.Wall,BuiltIn.Electric,5,15,0,0,1,1,0,0,2015,0
4437,3736,1108,1075,108.6,37.8,White,0,0,77,1,1,1,0,3,0,0,40000,0,Own,1,0,1,North.American.Deserts,SF.Detached,0,1979,8,0,Stucco,Singles,0,3,0,10,Metal,2,1,1,Both,Heat.Pump,10,2,0,0,5,0,0,0,2015,0
631,681,8097,7035,87.6,-8.3,White,0,0,57,0,1,1,0,2,1,1,20000,1,Rent,0,0,0.5,Great.Plains,Apt.High,1,1950,4,0,Brick,No.Roof,1,3,1,1,Metal,2,1,1,Central.Air,Central.Furnace,5,10,1,1,1,1,0,0,2015,0
941,1261,5216,4767,90,16.1,White,0,0,54,0,2,0,0,3,0,1,100000,0,Own,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1959,3,0,Siding,Singles,0,2,0,6,Vinyl,2,1,1,Central.Air,Central.Furnace,5,5,0,0,2,0,0,0,2015,0
3200,3376,1473,1406,97.2,32.7,White,0,0,50,0,2,0,0,5,0,0,0,1,Own,1,0,1,Great.Plains,SF.Detached,0,1989,8,1,Stone,Singles,1,3,0,10,Metal,2,1,1,Central.Air,Heat.Pump,5,5,0,0,7,0,0,0,2015,0
2513,2895,1676,1321,91.2,30,White,0,0,57,0,2,0,0,2,1,1,40000,0,Own,1,0,0.5,Eastern.Temperate.Forests,SF.Detached,0,1989,6,0,Brick,Metal,1,3,0,6,Metal,1,1,1,Central.Air,Heat.Pump,2,2,0,0,4,1,0,0,2015,0
2972,3464,1295,1034,92.2,36.3,White,0,0,77,1,2,0,0,2,1,0,20000,1,Rent,1,0,1,Great.Plains,SF.Attached,0,2009,6,0,Brick,Singles,1,1,1,3,Metal,1,1,1,Central.Air,BuiltIn.Electric,15,15,0,0,4,0,0,0,2015,0
3156,3472,1486,1364,97.2,32.7,Asian,0,1,32,0,2,0,0,4,0,0.5,40000,0,Rent,0,0,1,Great.Plains,Apt.High,1,1979,1,0,Brick,No.Roof,1,1,0,3,Metal,1,1,1,Central.Air,Central.Furnace,20,20,0,0,2,0,0,0,2015,0
656,907,6377,5761,88.2,10.3,American.Indian,0,1,44,0,6,0,0,3,0,1,40000,1,Own,1,0,0,Eastern.Temperate.Forests,SF.Detached,0,1950,8,0,Siding,Singles,0,2,0,16,Wood,2,1,1,Window.Wall,Other,2,5,0,0,2,0,0,0,2015,0
973,1029,5963,5074,91.5,12,Asian,0,1,74,1,2,0,0,2,1,0,80000,0,Own,1,1,1,North.American.Deserts,SF.Detached,0,1959,13,0,Brick,Singles,1,3,0,10,Wood,2,1,1,Central.Air,Central.Furnace,5,0,0,0,0,0,0,0,2015,0
3182,4222,648,375,93,40.9,White,0,0,50,0,3,0,0,2,1,1,20000,1,Own,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1999,5,0,Stucco,Singles,0,1,1,3,Metal,1,1,1,Window.Wall,BuiltIn.Electric,0,0,1,0,0,1,0,0,2015,0
3630,3619,1376,1083,108.6,37.8,White,1,1,77,1,2,0,0,3,0,0.5,40000,0,Own,1,0,1,North.American.Deserts,SF.Detached,0,1979,5,0,Stucco,Singles,0,2,0,6,Metal,2,1,1,Central.Air,Heat.Pump,20,20,0,0,5,0,0,0,2015,0
693,707,7039,6327,88,-2.8,Mixed.Race,0,1,40,0,1,1,0,3,0,1,40000,0,Rent,1,0,1,Great.Plains,Apt.High,1,1979,4,0,Brick,No.Roof,1,2,0,3,Metal,2,1,1,Central.Air,Central.Furnace,0,10,0,0,0,2,0,0,2015,0
2152,2076,2406,2120,94.8,26.1,Native.Hawaiian,0,1,51,0,4,0,0,3,0,1,20000,1,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1989,7,0,Brick,Singles,1,2,1,6,Metal,2,1,1,Central.Air,Central.Furnace,5,20,0,0,5,0,1,0,2015,0
772,974,5532,5326,84.5,8.8,White,0,0,41,0,1,1,0,3,0,1,60000,0,Rent,1,1,0.5,Eastern.Temperate.Forests,SF.Detached,0,1959,4,0,Siding,Singles,0,2,1,6,Wood,1,1,1,Central.Air,Central.Furnace,20,10,0,1,0,0,0,0,2015,0
1536,2751,3274,2413,93.2,21.5,White,0,0,77,1,4,0,0,5,0,0,140000,0,Own,1,0,0,Eastern.Temperate.Forests,SF.Detached,0,1969,13,1,Siding,Singles,0,2,0,20,Vinyl,2,1,1,Central.Air,Heat.Pump,0,0,0,0,6,0,1,0,2015,0
2588,2971,1600,1057,93.8,29,White,0,0,31,0,4,0,0,5,0,1,120000,0,Own,1,0,0,Eastern.Temperate.Forests,SF.Detached,0,1999,6,0,Stucco,Singles,0,1,2,20,Wood,1,1,1,Both,Central.Furnace,10,10,0,0,4,1,0,0,2015,0
840,811,6537,6256,88.2,0,White,0,0,53,0,2,0,0,3,0,1,60000,0,Own,1,1,0.5,Eastern.Temperate.Forests,SF.Detached,0,2009,6,0,Siding,Singles,0,2,1,10,Metal,2,1,1,Central.Air,Central.Furnace,10,10,0,0,4,2,0,0,2015,0
2007,2098,3626,3272,96.8,18.3,White,0,0,74,1,1,1,0,1,1,1,20000,1,Own,1,0,0,Eastern.Temperate.Forests,Mobile,0,1999,7,0,Siding,Metal,0,2,0,6,Metal,1,1,1,Central.Air,Central.Furnace,5,5,0,0,2,1,0,0,2015,0
978,1273,4550,4025,90.6,19.1,White,0,0,46,0,3,0,0,3,0,1,100000,0,Own,1,0,0.5,Eastern.Temperate.Forests,SF.Detached,0,1999,8,0,Siding,Singles,0,2,1,10,Vinyl,2,1,1,Central.Air,Heat.Pump,20,20,0,0,6,2,0,0,2015,0
1382,1886,2620,2001,97.9,33,White,1,1,62,0,2,0,0,5,0,1,140000,0,Rent,0,1,1,Northwestern.Forested.Mountains,SF.Detached,0,2009,5,0,Stucco,Ceramic.Tiles,1,3,0,6,Metal,2,1,1,Central.Air,Central.Furnace,10,10,0,0,2,0,0,0,2015,0
862,663,7044,6706,88.8,-4.5,White,1,1,21,0,2,0,0,3,0,0.5,0,1,Rent,1,1,1,Northern.Forests,SF.Detached,0,1950,3,0,Siding,Singles,0,2,2,10,Wood,2,1,1,Central.Air,Central.Furnace,5,5,0,0,1,2,0,0,2015,1
1272,1630,4849,4197,91.3,12.4,White,0,0,43,0,8,0,1,3,0,1,60000,0,Own,1,1,1,Great.Plains,SF.Detached,0,1969,6,0,Brick,Singles,1,2,1,10,Wood,1,1,1,Central.Air,Central.Furnace,10,20,0,1,0,0,0,0,2015,0
2248,2766,2071,1572,92.9,28.9,White,0,0,57,0,1,1,0,3,0,1,20000,1,Rent,1,1,0,Eastern.Temperate.Forests,Mobile,0,1989,4,0,Siding,Metal,0,1,1,6,Metal,1,1,1,Both,Central.Furnace,20,20,0,0,1,1,0,0,2015,0
3920,4103,1830,1669,106.3,35.7,White,0,0,46,0,1,1,0,3,0,1,0,1,Rent,1,0,1,Temperate.Sierras,Apt.High,1,1979,2,0,Brick,No.Roof,1,3,0,1,Metal,1,1,0,Central.Air,None,10,-2,0,0,2,1,0,0,2015,0
1222,1346,4688,4202,91.7,12.3,White,0,0,72,1,1,1,0,4,0,0,0,1,Own,1,1,1,Great.Plains,SF.Detached,0,1959,5,0,Siding,Singles,0,3,0,10,Wood,1,1,1,Central.Air,Central.Furnace,10,15,1,0,3,3,0,0,2015,0
632,836,8091,6595,86.5,-8.5,White,0,0,53,0,3,0,0,4,0,0.5,140000,0,Own,1,1,0.5,Great.Plains,SF.Detached,0,1950,5,0,Brick,Singles,1,2,0,30,Wood,2,1,1,Window.Wall,Steam.HW,2,20,0,0,1,2,0,0,2015,0
981,1130,6062,5482,89.5,5.4,White,0,0,58,0,3,0,0,5,0,1,100000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Attached,0,1979,6,0,Brick,Singles,1,2,0,6,Wood,2,1,1,Central.Air,Central.Furnace,10,10,0,0,1,2,0,0,2015,0
849,919,5478,5483,88.4,15.5,White,0,0,68,1,2,0,0,2,1,0,60000,0,Own,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1979,6,0,Brick,Singles,1,3,1,10,Vinyl,2,1,1,Central.Air,Heat.Pump,5,5,0,0,0,0,0,0,2015,0
1596,2064,3799,3076,92.4,19.3,White,0,0,53,0,3,0,0,3,0,0.5,140000,0,Own,1,0,0,Eastern.Temperate.Forests,SF.Detached,0,1999,8,0,Brick,Singles,1,2,1,20,Wood,2,1,1,Central.Air,Central.Furnace,5,5,0,0,9,0,0,0,2015,0
1003,1193,5054,4917,86.5,17.7,White,0,0,48,0,4,0,0,4,0,0,80000,0,Own,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1959,8,0,Siding,Singles,0,2,1,20,Wood,2,1,1,Central.Air,Central.Furnace,0,10,0,0,2,0,0,0,2015,0
853,853,6124,5766,85.9,5.5,White,0,0,44,0,3,1,0,3,0,1,0,1,Rent,1,1,1,Eastern.Temperate.Forests,Apt.High,1,1969,5,0,Siding,No.Roof,0,1,3,3,Metal,1,1,1,Central.Air,Central.Furnace,2,20,0,0,1,2,0,0,2015,0
1277,1720,4305,3706,92.9,21.6,American.Indian,0,1,58,0,3,0,0,2,1,0,120000,0,Own,1,1,1,North.American.Deserts,SF.Detached,0,2009,9,0,Stucco,Ceramic.Tiles,1,3,0,16,Wood,2,1,1,Central.Air,Central.Furnace,5,5,0,0,5,1,0,0,2015,0
1286,1577,4727,4251,91.2,15.8,White,0,0,67,1,2,0,0,3,0,0,40000,0,Own,1,1,0.5,Eastern.Temperate.Forests,SF.Detached,0,1950,5,0,Wood,Singles,0,2,1,16,Wood,1,1,1,Window.Wall,BuiltIn.Electric,5,15,0,0,3,1,0,0,2015,0
